Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
1,1,22,1,1,3464,3,2,2,2,3,3,3,3,1,2,3,3,3,3,0,7.0,0
1,1,47,0,2,142,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0.0,1
0,1,44,1,1,417,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,0.0,1
0,1,47,1,1,3752,4,4,4,4,2,2,1,5,5,5,5,2,5,2,0,0.0,1
1,0,25,1,2,1909,1,3,1,3,1,1,1,1,1,2,4,1,3,1,0,0.0,0
0,1,38,1,2,1282,3,3,5,3,3,3,3,3,1,2,3,4,3,3,0,0.0,0
0,1,31,0,3,2047,1,4,1,1,3,1,3,3,3,4,5,5,4,3,0,0.0,0
0,1,34,0,2,1952,3,4,3,3,2,3,2,2,3,5,5,4,4,2,0,0.0,0
0,1,55,0,2,1726,4,3,4,3,5,4,5,5,2,2,4,4,4,5,0,0.0,0
0,0,38,1,2,1128,1,4,1,1,4,1,3,4,3,2,3,3,1,4,0,0.0,0
1,1,22,1,1,4644,2,3,3,3,2,2,2,2,1,2,3,2,4,2,0,12.0,0
1,1,39,1,1,3522,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,123.0,1
0,1,50,1,1,679,3,3,3,3,3,4,4,5,5,5,5,3,5,4,1,0.0,1
0,1,47,1,1,2521,1,1,1,1,5,5,4,5,5,5,5,2,5,1,0,14.0,1
0,0,36,1,1,1470,3,3,3,2,2,3,2,2,5,5,5,3,5,2,0,1.0,0
1,1,53,1,1,1721,1,1,1,1,4,4,5,5,5,5,5,3,5,3,6,0.0,1
1,0,26,1,2,2559,4,4,4,2,1,4,1,1,1,3,3,5,4,1,5,12.0,0
0,1,68,0,2,1845,1,2,1,3,3,1,3,3,1,1,4,4,3,3,0,0.0,0
1,1,51,1,1,3032,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0,0.0,1
1,0,44,1,2,1236,4,1,4,3,4,4,4,4,3,4,3,2,4,4,0,0.0,0
1,1,55,1,1,4122,0,4,0,2,4,4,5,4,3,2,5,5,2,5,277,275.0,1
1,1,11,0,2,2488,4,2,5,4,2,5,2,2,4,5,3,2,4,2,15,0.0,0
1,1,46,1,3,375,5,5,1,5,5,4,4,5,5,5,5,5,5,2,18,28.0,1
1,1,36,1,1,344,5,5,5,5,4,4,5,4,4,4,4,4,4,4,25,20.0,1
1,0,26,1,1,3248,3,3,3,1,2,3,4,2,3,5,5,3,5,2,0,1.0,0
0,1,71,1,1,395,5,5,5,5,5,2,1,4,4,4,4,1,4,4,4,0.0,1
1,1,52,0,2,332,0,1,0,3,5,4,3,3,3,0,3,4,3,4,0,0.0,1
1,0,25,1,2,2231,3,4,4,3,3,3,3,3,2,3,3,4,4,3,0,0.0,0
1,0,29,1,2,2128,3,3,3,2,1,3,1,1,3,1,3,1,3,1,0,0.0,0
1,1,22,0,2,2333,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,0.0,1
0,0,30,1,1,1855,2,2,2,2,5,2,5,5,3,2,5,3,5,5,65,51.0,0
1,1,66,1,2,809,5,3,2,2,3,3,2,5,5,5,5,2,5,2,3,0.0,1
0,1,47,1,1,3390,1,1,1,1,3,5,3,4,4,4,4,2,4,5,0,0.0,1
1,1,43,1,1,1541,5,5,5,5,4,4,5,5,5,5,5,5,5,4,10,0.0,1
0,1,65,1,1,628,2,1,1,1,1,4,4,2,2,2,2,2,2,3,0,0.0,0
1,1,49,1,1,1573,4,4,1,4,4,5,4,3,3,3,3,5,3,4,0,0.0,1
0,1,44,1,1,1570,3,3,3,3,4,5,5,5,5,5,5,5,5,3,1,0.0,1
0,0,35,1,1,2734,1,1,1,3,3,1,3,3,4,4,4,2,3,3,3,11.0,0
0,0,21,1,1,2464,0,5,0,4,0,5,1,5,5,5,4,1,3,1,316,336.0,1
0,0,27,1,2,1392,3,2,2,4,2,2,2,2,3,4,3,4,3,2,36,26.0,0
0,1,25,0,2,1666,3,4,3,4,5,3,5,5,4,2,5,3,4,5,18,17.0,0
0,1,51,1,1,3946,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,3.0,1
0,0,14,1,2,2017,3,3,3,4,3,3,3,3,1,1,4,2,3,3,15,63.0,0
0,1,35,1,1,2123,0,5,0,4,3,5,4,2,2,2,2,2,2,1,0,0.0,1
1,0,32,1,1,1949,3,3,3,3,5,3,5,5,5,3,5,3,5,5,0,0.0,0
0,1,54,1,2,1490,3,2,2,2,3,3,3,3,4,3,3,2,3,3,44,33.0,0
0,1,8,0,2,1615,3,5,3,3,2,3,2,2,5,2,3,1,5,2,0,3.0,0
1,1,38,1,3,1481,4,3,3,3,4,4,4,4,2,1,3,4,3,4,0,0.0,1
0,1,24,0,2,1504,2,3,2,1,5,2,5,5,3,3,2,1,3,5,49,37.0,0
1,1,29,0,2,1465,4,1,0,2,4,0,4,4,1,2,3,3,3,4,0,0.0,0
1,1,42,1,1,2129,2,2,2,2,5,4,4,2,2,2,2,3,2,4,0,0.0,1
1,1,44,1,1,2973,1,1,1,1,1,2,2,5,5,4,4,5,5,1,50,55.0,1
1,1,45,1,1,399,5,5,5,5,2,3,1,2,2,2,2,2,2,1,0,0.0,1
1,1,35,1,1,782,4,4,4,4,1,5,3,5,5,5,5,4,5,4,0,0.0,1
0,0,39,1,2,2372,1,1,1,3,3,1,1,3,4,5,3,1,4,3,84,55.0,0
1,1,18,0,2,3603,4,4,4,4,3,5,4,4,4,5,4,3,4,3,0,0.0,1
0,1,15,1,1,3466,4,4,4,4,3,3,3,3,3,4,4,5,5,3,0,0.0,1
1,0,33,1,2,1299,3,2,3,3,4,3,4,4,1,3,3,2,4,4,0,8.0,0
0,0,47,1,2,1687,3,4,3,1,4,3,3,4,4,4,1,3,2,4,28,13.0,0
1,0,20,1,2,1325,4,3,5,3,4,5,4,4,1,1,4,4,4,4,0,0.0,0
1,1,53,1,1,635,1,1,5,1,4,5,5,2,2,2,2,4,2,5,0,0.0,1
0,1,34,0,2,1449,1,4,1,1,4,1,4,4,5,5,5,3,4,4,0,0.0,0
1,1,34,1,1,248,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0.0,1
1,1,24,1,1,2379,1,3,3,3,2,1,1,4,1,3,4,1,2,1,129,140.0,0
1,0,28,1,1,1958,3,4,4,2,3,4,3,3,5,2,5,5,4,3,17,0.0,0
1,0,42,1,2,1491,3,1,3,2,1,3,1,1,4,5,3,2,3,1,0,0.0,0
0,1,49,1,1,2088,2,2,2,2,2,4,5,3,3,4,3,4,3,3,21,0.0,1
1,1,44,0,2,719,5,5,5,5,3,3,3,3,1,3,3,1,5,3,0,0.0,1
1,1,49,1,1,3786,1,1,1,1,3,5,4,5,5,5,5,4,5,5,4,9.0,1
0,1,76,1,2,1959,1,0,0,3,4,1,4,4,2,2,2,3,3,4,1,0.0,0
0,1,57,0,2,1477,2,4,2,3,1,2,1,1,4,5,1,5,2,1,0,0.0,0
0,0,29,1,2,3031,4,4,4,3,2,4,2,2,4,1,4,1,4,2,0,0.0,0
0,1,46,1,2,1707,5,2,2,2,5,5,5,5,1,5,3,3,4,5,0,0.0,1
0,1,47,1,2,1726,3,3,3,3,3,3,3,3,1,1,4,2,4,3,0,7.0,0
0,1,51,1,1,2254,1,1,1,1,3,4,5,5,5,5,5,5,5,5,1,8.0,1
1,1,48,1,2,832,5,5,5,5,4,1,5,5,5,5,5,2,5,2,0,0.0,1
0,1,39,1,1,419,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0.0,1
0,1,28,1,1,3189,1,4,4,4,1,2,1,1,2,4,2,1,2,1,0,0.0,0
0,0,28,1,2,2406,1,2,2,4,5,1,3,5,2,5,4,1,3,5,2,0.0,0
0,0,23,1,1,2419,4,0,4,3,4,4,4,4,4,2,4,4,4,4,6,5.0,1
1,1,45,1,1,1952,0,0,0,4,5,5,5,3,3,3,3,3,3,3,4,0.0,1
0,1,41,1,1,771,4,4,4,4,3,5,5,5,5,5,5,3,5,3,7,0.0,1
1,1,7,0,2,1409,5,3,5,4,4,5,4,4,4,1,3,4,3,4,0,4.0,1
0,1,53,1,2,1767,5,1,1,1,4,5,4,4,4,3,4,2,1,4,0,0.0,1
1,1,41,0,2,3539,4,4,4,4,3,5,4,5,5,5,5,5,5,5,5,0.0,1
1,1,26,1,2,2255,1,1,1,1,1,1,2,1,4,3,3,3,3,1,10,9.0,0
1,1,37,0,1,1649,2,2,2,2,3,2,3,3,1,3,5,3,2,3,55,27.0,1
0,1,48,1,1,1326,3,3,3,3,3,5,5,4,4,4,4,3,4,4,6,0.0,1
0,1,50,1,1,2983,4,4,4,4,5,4,4,4,4,4,5,4,4,5,0,0.0,1
0,1,47,1,1,3269,1,4,4,4,4,3,4,1,1,2,1,1,1,4,0,0.0,0
0,1,26,1,2,1974,1,5,5,5,1,1,3,1,3,1,4,3,4,1,0,0.0,0
1,1,37,0,2,1445,0,0,0,5,5,5,4,3,3,3,3,3,3,3,23,23.0,1
0,1,51,1,1,1950,4,4,4,4,3,5,4,5,5,5,5,3,5,5,11,0.0,1
0,1,39,0,3,1487,3,4,0,1,4,0,4,4,5,3,4,3,4,4,0,0.0,0
0,1,28,0,2,2109,3,4,3,1,3,3,3,3,5,3,5,4,5,3,91,77.0,0
0,1,52,1,2,4078,3,3,3,3,3,3,3,1,1,3,4,3,4,3,0,0.0,0
1,0,48,1,1,1032,4,4,4,2,2,4,2,2,4,2,4,4,4,2,0,0.0,0
1,0,18,1,2,1879,0,0,0,4,3,0,3,3,4,3,5,5,4,3,0,0.0,1
1,1,40,1,1,3902,1,1,2,1,4,5,1,4,4,5,3,2,4,3,0,0.0,1
0,1,17,1,3,1952,3,3,3,3,3,3,2,3,4,2,3,3,3,3,96,82.0,0
1,1,43,0,2,636,4,4,3,3,2,4,5,4,4,3,4,4,4,5,2,0.0,1
1,1,45,1,1,3835,3,1,1,1,1,3,4,3,3,3,3,3,3,3,39,24.0,0
0,1,42,1,2,2540,5,5,5,5,5,5,5,5,2,5,5,3,3,5,0,0.0,1
1,1,25,1,2,2571,4,4,4,4,4,4,1,4,3,4,3,3,3,4,0,0.0,0
1,1,46,1,1,3855,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0.0,1
0,1,22,1,1,1760,2,1,1,1,2,2,2,2,3,4,3,2,3,2,0,13.0,0
0,1,20,1,1,3475,4,4,4,4,4,3,4,4,4,3,5,5,4,4,0,0.0,1
0,1,31,0,3,1096,1,0,1,3,4,1,4,4,5,3,5,4,4,4,101,97.0,0
0,1,48,0,2,1525,0,5,0,2,4,0,4,4,4,2,5,4,4,4,0,12.0,1
1,0,38,1,3,1988,4,4,4,1,4,4,4,4,4,2,1,2,4,4,0,0.0,0
1,1,27,0,2,1971,4,5,4,3,2,4,2,2,3,4,4,3,5,2,0,0.0,0
1,1,55,0,2,438,4,5,4,1,2,4,5,4,4,4,4,1,4,4,48,45.0,0
1,1,19,1,2,989,2,3,3,3,2,2,4,2,1,4,4,3,3,2,112,110.0,0
0,1,45,1,1,3977,3,3,4,3,2,4,5,4,4,4,4,3,4,4,1,0.0,1
1,1,53,0,2,1479,1,1,1,1,5,3,4,4,4,4,4,3,4,5,1,3.0,1
1,0,22,1,2,1871,4,5,4,3,5,4,5,5,3,5,4,4,5,5,2,0.0,1
0,1,49,1,1,3249,4,4,4,4,2,5,4,5,5,5,5,3,5,3,0,0.0,1
1,1,33,1,2,1057,4,2,5,2,5,5,5,5,3,2,1,3,4,5,4,0.0,1
0,1,42,0,2,1949,2,2,2,4,2,2,2,2,3,2,4,3,4,2,20,15.0,0
0,1,36,1,1,1836,3,3,3,3,2,2,3,3,3,3,3,1,3,2,0,11.0,0
1,1,9,0,2,2411,4,1,4,4,5,4,5,5,1,3,3,4,3,5,0,0.0,0
1,1,22,0,2,1898,5,4,5,3,3,5,3,3,4,2,4,3,4,3,10,3.0,1
1,1,57,1,1,3625,4,4,1,4,4,4,4,4,4,4,4,3,4,5,0,0.0,1
1,1,36,1,2,997,2,1,1,1,2,3,2,2,1,4,3,1,3,2,31,15.0,0
0,0,40,1,1,2015,4,3,3,3,2,3,2,2,4,2,4,5,4,2,11,0.0,1
1,1,66,0,2,1247,4,1,4,3,3,4,3,4,4,4,4,4,4,3,56,38.0,0
0,1,30,0,3,2002,2,4,2,5,2,2,4,2,3,2,5,3,5,2,45,42.0,0
1,0,24,1,1,1814,4,0,4,4,2,4,2,2,3,5,4,4,5,2,0,0.0,1
1,1,14,0,2,2473,3,2,3,4,3,3,3,4,5,4,4,3,3,3,154,164.0,0
1,1,28,1,1,5000,4,4,4,4,4,4,4,4,5,4,5,4,5,4,8,0.0,1
0,1,49,0,2,2470,3,2,3,4,1,3,1,1,1,5,4,3,3,1,41,31.0,0
0,1,25,0,2,1917,2,5,2,4,1,2,1,1,5,4,5,4,4,1,30,65.0,0
0,0,13,1,3,1935,4,3,4,4,1,4,1,1,1,3,4,2,1,1,0,0.0,1
1,1,44,1,1,3309,1,1,1,1,1,4,4,3,3,3,1,3,3,4,0,0.0,0
0,0,64,1,1,1459,3,3,3,4,1,3,1,1,2,1,4,1,4,1,0,0.0,0
0,1,47,0,2,2790,4,4,4,4,5,4,2,5,4,1,3,1,3,5,0,5.0,0
1,1,51,1,1,2558,4,4,4,4,2,5,4,5,5,4,5,3,5,5,0,0.0,1
1,0,13,1,2,2936,3,3,3,3,5,3,5,5,1,1,2,2,4,5,7,14.0,0
1,1,23,0,1,1388,5,5,5,5,3,5,4,3,3,4,5,5,3,5,0,0.0,1
1,1,52,1,1,555,5,5,5,5,5,5,4,4,4,4,4,3,4,4,0,0.0,1
0,1,12,0,2,2015,3,1,3,4,4,3,3,4,4,1,3,1,3,4,0,0.0,0
0,1,43,1,1,1704,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0.0,1
1,1,18,1,1,3097,1,1,1,1,5,5,5,5,4,1,1,2,3,5,0,0.0,1
1,1,40,1,1,2746,5,5,5,5,3,5,2,4,4,4,4,5,4,3,0,0.0,1
1,1,26,1,1,3103,2,2,1,2,5,5,5,5,5,4,4,5,4,5,0,0.0,1
0,0,27,1,1,1855,4,5,5,2,3,5,3,3,4,4,5,3,4,3,0,0.0,1
1,1,52,0,2,672,5,5,5,5,3,2,4,4,4,4,4,3,4,4,0,1.0,1
0,1,51,1,1,1578,5,5,5,5,3,4,5,4,4,5,4,3,4,5,16,2.0,1
0,1,59,1,1,438,5,5,4,5,5,5,4,4,4,4,4,4,4,5,19,13.0,1
0,1,39,0,2,1546,3,5,0,5,2,0,2,2,3,2,5,5,4,2,0,0.0,0
0,1,55,1,1,2503,1,1,5,1,5,5,4,3,3,3,3,4,3,5,110,101.0,1
1,1,68,1,3,1058,3,2,5,2,2,4,3,3,3,3,3,3,3,4,0,0.0,0
0,0,24,1,2,2394,4,4,4,4,3,4,3,3,3,5,3,1,3,3,0,0.0,0
1,1,29,1,1,2941,1,3,1,1,5,5,5,5,4,1,3,2,4,5,13,12.0,1
0,1,31,0,2,2121,4,4,4,1,5,4,5,5,5,4,4,5,5,5,41,30.0,0
0,1,46,0,2,1769,3,4,3,3,3,3,3,3,5,4,4,4,5,3,0,0.0,0
0,0,16,1,2,1686,3,2,3,3,4,3,4,4,2,4,4,4,3,4,0,14.0,0
0,1,53,1,1,388,1,1,1,1,3,4,5,4,4,4,4,3,4,3,0,0.0,1
0,0,34,1,2,1527,2,0,2,3,4,2,4,4,1,3,1,2,1,4,0,0.0,0
1,0,31,1,3,2422,3,3,3,4,1,3,2,1,4,2,3,4,3,1,8,26.0,0
0,1,39,0,2,2043,3,4,3,3,4,3,4,4,3,3,4,3,4,4,0,0.0,0
0,1,49,0,1,1112,3,4,3,3,2,4,4,1,1,3,1,5,1,4,7,0.0,0
0,1,23,0,1,1829,5,5,5,3,2,5,2,2,4,4,1,2,1,2,0,0.0,1
1,1,49,1,1,645,1,1,4,1,4,5,5,4,4,4,4,4,4,5,11,20.0,1
1,1,46,1,3,2601,5,1,3,1,5,5,2,5,5,5,5,2,5,4,0,0.0,1
0,1,53,0,3,1752,0,5,0,2,2,0,2,2,1,3,5,3,5,2,2,0.0,1
0,1,31,1,1,1459,2,2,2,2,4,4,4,4,5,4,4,3,5,4,0,0.0,1
1,0,15,1,2,2028,1,1,1,4,5,1,5,5,2,4,4,3,4,5,9,1.0,0
0,1,14,0,2,1749,4,5,3,3,5,3,5,5,3,4,5,4,5,5,47,75.0,0
1,1,31,0,2,1647,5,5,5,4,2,5,2,2,3,3,5,2,1,2,0,0.0,1
0,1,39,1,1,3458,3,3,3,3,1,4,4,3,3,3,3,2,3,3,0,0.0,0
1,1,23,1,1,3369,2,5,5,5,2,2,2,2,1,2,3,1,4,2,13,3.0,0
1,1,32,1,1,4672,1,1,1,1,4,4,4,4,3,2,5,5,4,4,0,0.0,1
1,0,23,1,1,1117,5,4,5,3,3,5,3,3,3,5,4,5,4,3,9,21.0,1
1,1,52,0,2,310,4,5,4,5,2,5,4,2,2,4,2,3,2,5,0,0.0,1
0,0,27,1,1,1718,5,5,5,1,3,5,3,3,4,5,4,4,5,3,15,12.0,1
1,1,58,0,3,1011,4,4,4,4,5,4,4,5,5,5,5,3,5,4,0,0.0,1
0,1,37,1,2,1787,5,4,4,4,5,5,5,5,2,4,1,4,4,5,0,2.0,1
0,1,48,1,1,255,2,2,2,2,4,5,4,4,4,4,4,4,4,3,2,0.0,1
1,1,33,0,2,1101,3,3,3,3,1,1,2,4,4,4,4,2,4,4,0,0.0,1
0,1,58,1,1,3443,4,1,4,4,2,5,5,4,4,4,4,4,4,4,0,0.0,1
0,1,40,1,1,4169,1,5,5,5,1,1,1,4,3,4,3,1,3,1,330,320.0,0
0,0,37,1,1,1758,3,3,3,2,5,3,5,5,4,2,2,4,2,5,57,45.0,0
1,1,59,1,1,3710,4,4,4,4,2,4,5,4,4,4,4,5,4,3,0,0.0,1
1,1,44,1,1,3592,4,4,4,4,3,5,5,4,4,4,4,3,4,4,0,0.0,1
1,1,49,1,1,2785,4,4,4,4,5,4,5,4,4,4,4,5,4,3,63,57.0,1
1,1,37,1,1,2810,2,4,4,4,1,4,3,5,5,4,2,1,5,2,18,18.0,0
1,1,47,0,1,396,4,5,5,5,3,2,1,4,4,4,4,3,4,4,0,0.0,1
1,1,50,1,1,549,2,4,4,4,3,4,3,2,2,2,2,2,2,1,24,16.0,0
1,1,37,1,1,1183,2,3,3,3,2,4,4,2,2,2,2,3,2,3,0,0.0,0
0,1,60,0,2,2194,2,4,2,4,3,2,4,3,3,2,5,3,5,3,0,0.0,0
1,1,22,0,2,1359,4,3,4,3,2,3,3,4,4,4,5,4,4,3,0,0.0,1
1,1,49,1,1,329,3,3,3,3,3,5,5,4,4,4,4,3,4,5,1,8.0,1
0,1,26,0,2,2596,1,3,1,2,1,1,1,1,3,3,4,2,4,1,12,7.0,0
1,1,43,1,2,625,3,3,3,3,5,4,3,3,3,3,3,3,3,1,0,0.0,0
1,1,38,1,1,2163,1,1,1,1,1,2,5,5,5,5,3,5,5,1,50,56.0,1
0,0,20,1,2,2311,4,4,4,5,1,4,1,1,5,5,5,3,4,1,0,0.0,1
0,1,33,1,1,2971,4,1,4,1,4,4,4,4,2,5,4,4,4,4,0,0.0,0
0,1,7,0,2,2104,2,1,2,3,2,2,2,2,1,1,4,1,4,2,1,0.0,0
0,1,59,0,3,2266,2,4,2,3,4,2,4,4,5,2,3,4,4,4,19,26.0,0
0,1,40,1,1,361,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0.0,1
1,1,54,1,2,942,5,5,4,5,4,1,2,5,5,5,5,4,5,4,4,0.0,1
0,1,12,0,3,1566,5,5,5,1,1,5,1,1,5,2,3,5,1,1,0,0.0,1
1,1,52,1,1,2158,0,4,0,5,2,4,4,2,2,2,2,4,2,5,0,0.0,1
1,1,53,1,1,215,5,5,5,5,2,3,1,4,4,4,3,4,4,1,0,0.0,1
1,1,41,1,2,3654,1,2,2,2,1,1,1,1,4,4,2,3,3,1,0,28.0,0
0,1,65,0,2,2134,3,2,3,3,4,3,4,4,3,2,3,4,3,4,4,1.0,0
0,1,37,1,3,2863,1,2,3,2,1,1,1,1,2,5,4,4,4,1,0,6.0,0
1,0,44,1,3,1943,1,0,0,2,3,1,3,3,5,1,4,2,1,3,4,3.0,0
1,1,21,0,3,1916,4,4,5,4,2,4,2,4,4,4,4,4,4,5,0,0.0,1
1,1,47,1,1,2562,5,5,5,5,2,5,4,3,3,3,3,4,3,5,0,0.0,1
0,1,36,1,1,410,3,3,3,3,5,5,5,4,4,5,4,5,4,4,0,0.0,1
1,1,52,0,1,538,5,4,5,3,3,2,3,1,1,5,1,3,1,2,0,0.0,1
0,1,60,1,1,3183,2,2,1,2,5,5,4,3,3,4,3,4,3,5,0,0.0,1
0,1,53,1,1,408,1,1,1,1,4,3,1,5,5,5,5,5,5,5,4,0.0,1
0,1,19,0,2,2679,0,5,0,3,2,0,2,2,3,3,4,4,5,2,0,0.0,1
1,1,37,0,2,2015,4,2,4,3,1,4,1,1,3,2,4,1,3,1,0,0.0,1
1,1,63,0,3,379,4,4,4,3,1,3,4,3,3,4,3,3,3,1,0,0.0,0
0,1,16,0,2,2220,2,4,2,4,1,2,1,1,3,5,4,5,5,1,91,120.0,0
1,1,29,1,1,2425,4,1,1,1,4,3,4,4,3,4,4,4,3,4,45,35.0,0
0,1,38,1,2,1761,3,4,2,2,3,4,3,3,2,5,3,4,5,3,0,1.0,1
1,1,51,1,1,723,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0,1
1,1,31,0,2,2046,5,4,5,1,2,5,2,2,4,3,3,5,2,2,0,0.0,1
1,1,26,1,1,5124,5,5,2,5,5,5,5,5,1,1,4,1,3,5,0,0.0,1
0,1,50,1,1,340,0,0,0,2,4,4,5,4,4,4,4,4,4,4,0,0.0,1
0,1,58,1,1,2449,4,4,4,4,4,5,5,3,3,3,3,4,3,5,22,9.0,1
0,1,44,0,2,2563,1,2,1,3,5,1,5,5,4,3,1,4,3,5,0,0.0,0
1,1,37,1,1,571,2,2,3,2,4,5,5,5,5,5,5,3,5,3,2,3.0,1
0,1,80,1,1,2465,1,1,1,1,3,1,3,3,3,3,3,1,3,4,12,0.0,1
0,1,23,1,1,1769,2,2,2,2,4,4,4,4,1,4,1,4,5,4,78,45.0,1
1,1,7,1,1,3537,1,4,4,4,1,1,1,1,2,3,3,2,2,1,47,30.0,0
0,1,51,0,2,2473,3,5,3,5,3,3,3,3,3,4,4,3,5,3,0,0.0,0
0,1,49,0,2,2161,2,5,2,1,2,2,2,2,4,3,5,5,1,2,3,15.0,0
1,1,24,1,1,3122,0,0,0,3,4,4,4,4,4,2,4,4,3,4,0,0.0,1
0,1,7,0,2,1319,3,5,3,1,1,3,1,1,3,2,4,4,5,1,0,0.0,0
1,1,50,1,1,2516,1,1,1,1,2,4,4,4,4,4,4,4,4,3,6,0.0,1
0,1,24,1,2,1849,5,1,5,5,5,5,5,5,4,3,3,3,4,5,0,0.0,1
1,1,46,1,1,1810,3,2,2,2,5,4,4,3,3,3,3,2,3,1,0,5.0,0
0,1,57,1,1,2637,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0.0,1
0,1,59,1,1,463,5,5,5,5,2,4,5,2,2,2,2,4,2,4,0,10.0,1
0,1,31,1,1,1946,3,3,3,3,3,3,3,3,2,4,4,1,3,3,22,34.0,0
0,0,20,1,2,2140,3,3,3,3,2,3,2,2,4,5,3,3,3,2,4,11.0,0
1,0,17,1,2,1697,5,5,5,3,1,5,1,1,5,5,2,3,3,1,108,114.0,1
0,0,28,1,1,2479,0,0,0,2,4,0,4,4,3,2,4,3,5,4,35,16.0,1
0,0,71,1,1,3947,4,4,4,2,5,4,1,5,4,2,5,5,5,5,4,5.0,1
0,1,42,1,1,1312,1,1,5,1,4,5,5,4,4,4,4,4,4,4,0,0.0,1
0,1,47,1,1,3024,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,0.0,1
0,1,65,1,2,2065,3,2,2,2,3,3,3,3,1,1,2,4,3,3,0,0.0,0
0,1,67,0,2,1800,3,3,3,4,1,3,1,1,2,2,3,1,5,1,24,14.0,0
1,0,35,1,2,833,4,1,4,2,5,4,5,5,3,4,2,1,2,5,0,0.0,0
0,0,27,1,1,3111,4,4,4,2,2,4,2,2,3,3,4,3,4,2,44,33.0,1
1,0,25,1,1,2781,4,5,4,3,4,4,2,4,3,3,4,5,4,4,60,45.0,1
1,1,67,0,2,851,4,2,4,3,2,3,4,4,4,4,4,4,4,4,7,5.0,1
1,1,30,1,3,2563,4,2,1,2,4,4,4,4,3,4,3,4,4,4,0,0.0,1
1,1,68,0,2,665,5,5,2,5,5,4,4,4,4,4,4,4,4,3,0,0.0,1
1,1,33,1,1,989,1,0,0,3,5,3,4,2,2,0,2,2,2,3,33,63.0,0
0,1,43,1,1,2317,3,3,3,3,1,4,3,4,4,4,4,5,4,2,0,0.0,1
1,0,48,1,2,2222,2,2,2,5,2,2,2,2,2,3,4,2,5,2,31,20.0,0
1,1,58,0,2,225,4,5,5,5,2,3,4,4,4,4,4,2,4,2,0,0.0,1
1,1,15,1,1,2986,2,5,5,5,2,2,2,2,1,4,2,1,4,2,0,0.0,0
0,1,47,1,1,1731,3,3,5,3,4,2,2,3,3,3,3,4,3,2,0,17.0,0
0,0,41,1,1,2343,4,4,4,3,5,4,4,5,4,5,5,4,4,5,0,0.0,1
0,1,57,0,2,1452,4,1,0,4,4,0,4,4,2,2,4,1,4,4,46,37.0,0
0,1,47,1,1,2281,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0.0,1
1,1,53,1,1,2433,2,2,2,2,5,5,4,2,2,2,2,5,2,5,4,8.0,1
0,0,38,1,1,951,2,2,2,4,4,2,4,4,3,3,3,2,3,4,4,4.0,0
1,1,25,1,2,2572,5,4,4,4,5,5,5,5,1,3,1,2,3,5,0,2.0,1
0,1,30,1,1,3273,4,4,4,4,3,3,3,3,4,3,4,4,5,3,0,0.0,1
1,1,22,0,3,2649,0,4,0,4,5,0,5,5,3,5,4,3,5,5,0,1.0,1
0,0,20,1,2,1657,1,4,1,3,3,1,1,3,4,5,5,4,4,3,90,82.0,0
0,1,19,1,1,1157,3,1,1,1,3,3,3,3,4,5,3,1,4,3,0,0.0,0
1,0,39,1,1,1578,1,1,1,4,1,1,1,1,1,2,3,3,3,1,0,7.0,0
0,1,12,1,1,2367,3,3,3,3,3,3,3,3,2,4,3,2,3,3,0,0.0,0
0,1,63,1,2,2095,5,4,4,4,5,5,5,5,3,2,1,4,3,5,0,0.0,1
0,1,56,1,1,3235,3,3,3,3,4,5,4,5,5,5,5,3,5,3,14,15.0,1
0,0,20,1,2,1585,2,2,2,4,5,2,5,5,2,2,3,3,4,5,14,0.0,0
0,1,58,1,1,1364,5,5,5,5,4,4,5,5,5,5,5,4,5,4,0,0.0,1
0,1,55,1,1,2643,2,2,5,2,4,5,4,5,5,5,5,3,5,3,0,0.0,1
0,1,38,1,1,3154,5,5,5,5,3,4,5,3,3,3,3,4,3,3,0,0.0,1
0,1,23,0,2,2598,3,4,3,3,5,3,5,5,2,4,3,1,3,5,13,9.0,0
0,1,54,0,3,2499,2,1,2,2,4,2,5,4,1,5,1,4,1,4,21,2.0,0
0,1,7,0,2,2877,3,5,2,4,2,2,3,2,3,2,4,4,4,2,0,0.0,0
1,1,59,1,1,2765,3,3,3,3,4,4,4,2,5,4,4,4,3,4,0,0.0,1
